activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,6172234,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '19.94', 'le': '0.40', 'lle': '3.13', 'sei': '18.48'}",CHEMBL222102,KU-55933,CHEMBL222102,7.89,1,http://www.openphacts.org/units/Nanomolar,1417598,=,1,1,=,,IC50,nM,,13.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.013
,6172238,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL104468,,CHEMBL104468,,0,http://www.openphacts.org/units/Nanomolar,1417724,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,100.0
,6172242,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL113,CAFFEINE,CHEMBL113,,0,http://www.openphacts.org/units/Nanomolar,1417725,=,1,1,=,,IC50,nM,,200000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,200.0
,6172246,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)C2,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL479488,SCHISANDRIN B,CHEMBL479488,,0,http://www.openphacts.org/units/Nanomolar,1417726,=,1,1,=,,IC50,nM,,1740000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1740.0
,6172300,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccccc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766759,,CHEMBL1766759,,0,http://www.openphacts.org/units/Nanomolar,1417727,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172301,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccnc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766760,,CHEMBL1766760,,0,http://www.openphacts.org/units/Nanomolar,1417728,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172302,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(Br)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766761,,CHEMBL1766761,,0,http://www.openphacts.org/units/Nanomolar,1417729,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172303,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(C2CCCCC2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766762,,CHEMBL1766762,,0,http://www.openphacts.org/units/Nanomolar,1417730,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172304,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(C2=CCCCC2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766763,,CHEMBL1766763,,0,http://www.openphacts.org/units/Nanomolar,1417731,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172305,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2cccnc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1765107,,CHEMBL1765107,,0,http://www.openphacts.org/units/Nanomolar,1417732,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172306,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccncc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766764,,CHEMBL1766764,,0,http://www.openphacts.org/units/Nanomolar,1417733,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172307,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '20.60', 'le': '0.37', 'lle': '3.64', 'sei': '6.20'}",CHEMBL1766765,,CHEMBL1766765,6.50,0,http://www.openphacts.org/units/Nanomolar,1417734,=,1,1,=,,IC50,nM,,320.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.32
,6172308,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[S+]([O-])c1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '15.67', 'le': '0.30', 'lle': '2.80', 'sei': '5.64'}",CHEMBL1766766,,CHEMBL1766766,5.52,0,http://www.openphacts.org/units/Nanomolar,1417735,=,1,1,=,,IC50,nM,,3000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,3.0
,6172309,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766767,,CHEMBL1766767,,0,http://www.openphacts.org/units/Nanomolar,1417736,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172310,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccccc2O)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766768,,CHEMBL1766768,,0,http://www.openphacts.org/units/Nanomolar,1417737,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172311,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766769,,CHEMBL1766769,,0,http://www.openphacts.org/units/Nanomolar,1417738,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172312,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccccc2Cl)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766770,,CHEMBL1766770,,0,http://www.openphacts.org/units/Nanomolar,1417739,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172313,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766771,,CHEMBL1766771,,0,http://www.openphacts.org/units/Nanomolar,1417740,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172314,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1cccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)c1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766772,,CHEMBL1766772,,0,http://www.openphacts.org/units/Nanomolar,1417741,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172315,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1cccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)c1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '14.06', 'le': '0.27', 'lle': '2.80', 'sei': '4.50'}",CHEMBL1766773,,CHEMBL1766773,5.18,0,http://www.openphacts.org/units/Nanomolar,1417742,=,1,1,=,,IC50,nM,,6600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,6.6
,6172316,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2cccc(O)c2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766774,,CHEMBL1766774,,0,http://www.openphacts.org/units/Nanomolar,1417743,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172317,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)c1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766775,,CHEMBL1766775,,0,http://www.openphacts.org/units/Nanomolar,1417744,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172318,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2cccc(Cl)c2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766776,,CHEMBL1766776,,0,http://www.openphacts.org/units/Nanomolar,1417745,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172319,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)c1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766777,,CHEMBL1766777,,0,http://www.openphacts.org/units/Nanomolar,1417746,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172320,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766778,,CHEMBL1766778,,0,http://www.openphacts.org/units/Nanomolar,1417747,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172321,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766779,,CHEMBL1766779,,0,http://www.openphacts.org/units/Nanomolar,1417748,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172322,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccc(O)cc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '17.10', 'le': '0.31', 'lle': '2.56', 'sei': '5.18'}",CHEMBL1766780,,CHEMBL1766780,5.24,0,http://www.openphacts.org/units/Nanomolar,1417749,=,1,1,=,,IC50,nM,,5800.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,5.8
,6172323,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766781,,CHEMBL1766781,,0,http://www.openphacts.org/units/Nanomolar,1417750,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172324,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccc(Cl)cc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766782,,CHEMBL1766782,,0,http://www.openphacts.org/units/Nanomolar,1417751,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172325,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766783,,CHEMBL1766783,,0,http://www.openphacts.org/units/Nanomolar,1417752,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172326,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '16.61', 'le': '0.30', 'lle': '3.46', 'sei': '4.47'}",CHEMBL1766784,,CHEMBL1766784,5.54,0,http://www.openphacts.org/units/Nanomolar,1417753,=,1,1,=,,IC50,nM,,2900.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.9
,6172327,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '16.08', 'le': '0.29', 'lle': '3.25', 'sei': '5.08'}",CHEMBL1766785,,CHEMBL1766785,5.58,0,http://www.openphacts.org/units/Nanomolar,1417754,=,1,1,=,,IC50,nM,,2600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.6
,6172328,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccc(C(=O)N3CCC3)cc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766786,,CHEMBL1766786,,0,http://www.openphacts.org/units/Nanomolar,1417755,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172329,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766787,,CHEMBL1766787,,0,http://www.openphacts.org/units/Nanomolar,1417756,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172330,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccc(C(=O)N3CCCC3)cc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766788,,CHEMBL1766788,,0,http://www.openphacts.org/units/Nanomolar,1417757,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172331,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccc(C(=O)N3CCCCC3)cc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766789,,CHEMBL1766789,,0,http://www.openphacts.org/units/Nanomolar,1417758,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172332,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1Cl,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766790,,CHEMBL1766790,,0,http://www.openphacts.org/units/Nanomolar,1417759,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172333,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[S+]([O-])c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766791,,CHEMBL1766791,,0,http://www.openphacts.org/units/Nanomolar,1417760,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172334,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766792,,CHEMBL1766792,,0,http://www.openphacts.org/units/Nanomolar,1417761,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172335,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766793,,CHEMBL1766793,,0,http://www.openphacts.org/units/Nanomolar,1417762,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172336,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '13.29', 'le': '0.26', 'lle': '2.11', 'sei': '4.58'}",CHEMBL1766794,,CHEMBL1766794,5.27,0,http://www.openphacts.org/units/Nanomolar,1417763,=,1,1,=,,IC50,nM,,5400.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,5.4
,6172337,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '12.62', 'le': '0.24', 'lle': '1.63', 'sei': '4.50'}",CHEMBL1766795,,CHEMBL1766795,5.18,0,http://www.openphacts.org/units/Nanomolar,1417764,=,1,1,=,,IC50,nM,,6600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,6.6
,6172338,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766796,,CHEMBL1766796,,0,http://www.openphacts.org/units/Nanomolar,1417765,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172339,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(CN(C)C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766797,,CHEMBL1766797,,0,http://www.openphacts.org/units/Nanomolar,1417766,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172340,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(CCO)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766798,,CHEMBL1766798,,0,http://www.openphacts.org/units/Nanomolar,1417767,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172341,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2ccc(S(=O)(=O)[C@@H]3CCOC3)cc2)nc1C(=O)Nc1ccccc1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '12.49', 'le': '0.24', 'lle': '2.76', 'sei': '4.27'}",CHEMBL1766799,,CHEMBL1766799,5.30,0,http://www.openphacts.org/units/Nanomolar,1417768,=,1,1,=,,IC50,nM,,5000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,5.0
,6172342,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)NC3CCCCC3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,,CHEMBL1766800,,CHEMBL1766800,,0,http://www.openphacts.org/units/Nanomolar,1417769,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.0
,6172343,[],CHEMBL1767682,Inhibition of full length recombinant ATM after 24 hrs by radiometric phosphate incorporation assay,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3nc4ccccc4[nH]3)n2)cc1,,,CHEMBL1765064,J. Med. Chem.,2011,"{'bei': '17.57', 'le': '0.34', 'lle': '3.75', 'sei': '5.60'}",CHEMBL1766801,,CHEMBL1766801,6.42,0,http://www.openphacts.org/units/Nanomolar,1417770,=,1,1,=,,IC50,nM,,380.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.38
